

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   170.00000 -0.361775E+01  0.301478E+00 -0.361775E+01  0.301478E+00 -0.295483E+01    -71.945    -67.029    -57.116     170
   171.00000 -0.361775E+01  0.301478E+00 -0.361775E+01  0.301478E+00 -0.295947E+01    -72.037    -67.206    -57.510     171
   172.00000 -0.361775E+01  0.301478E+00 -0.361775E+01  0.301478E+00 -0.296394E+01    -72.153    -67.393    -57.890     172
   173.00000 -0.361775E+01  0.302021E+00 -0.361775E+01  0.302021E+00 -0.296825E+01    -72.286    -67.586    -58.254     173
   174.00000 -0.361775E+01  0.302410E+00 -0.361775E+01  0.302410E+00 -0.297241E+01    -72.597    -67.890    -58.605     174
   175.00000 -0.361775E+01  0.302975E+00 -0.361775E+01  0.302975E+00 -0.297641E+01    -72.825    -67.899    -58.943     175
   176.00000 -0.361775E+01  0.304671E+00 -0.361775E+01  0.304671E+00 -0.298027E+01    -73.144    -68.208    -59.271     176
   177.00000 -0.361775E+01  0.307168E+00 -0.361775E+01  0.307168E+00 -0.298398E+01    -73.771    -68.709    -59.591     177
   178.00000 -0.361775E+01  0.311075E+00 -0.361775E+01  0.311075E+00 -0.298756E+01    -74.554    -69.316    -59.912     178
   179.00000 -0.361775E+01  0.316458E+00 -0.361775E+01  0.316458E+00 -0.299106E+01    -75.724    -70.169    -60.329     179
   180.00000 -0.361775E+01  0.322805E+00 -0.361775E+01  0.322805E+00 -0.299451E+01    -77.452    -71.280    -60.718     180
   181.00000 -0.361775E+01  0.331137E+00 -0.361775E+01  0.331137E+00 -0.299791E+01    -79.642    -72.635    -61.103     181
   182.00000 -0.361775E+01  0.337710E+00 -0.361775E+01  0.337710E+00 -0.300126E+01    -82.624    -74.494    -61.485     182
   183.00000 -0.361775E+01  0.344071E+00 -0.361775E+01  0.344071E+00 -0.300455E+01    -84.619    -75.894    -61.872     183
   184.00000 -0.361775E+01  0.350929E+00 -0.361775E+01  0.350929E+00 -0.300779E+01    -86.668    -77.358    -62.268     184
   185.00000 -0.361775E+01  0.355035E+00 -0.361775E+01  0.355035E+00 -0.301097E+01    -88.826    -78.904    -62.673     185
   186.00000 -0.361775E+01  0.357631E+00 -0.361775E+01  0.357631E+00 -0.301409E+01    -89.621    -79.689    -63.088     186
   187.00000 -0.361775E+01  0.359347E+00 -0.361775E+01  0.359347E+00 -0.301715E+01    -89.986    -80.216    -63.511     187
   188.00000 -0.361775E+01  0.360050E+00 -0.361775E+01  0.360050E+00 -0.302016E+01    -89.918    -80.493    -63.940     188
   189.00000 -0.361775E+01  0.360050E+00 -0.361775E+01  0.360050E+00 -0.302310E+01    -89.479    -80.529    -64.373     189
   190.00000 -0.361775E+01  0.360130E+00 -0.361775E+01  0.360130E+00 -0.302598E+01    -88.828    -80.415    -64.806     190
   191.00000 -0.361775E+01  0.360192E+00 -0.361775E+01  0.360192E+00 -0.302881E+01    -88.322    -80.359    -65.236     191
   192.00000 -0.361775E+01  0.360192E+00 -0.361775E+01  0.360192E+00 -0.303157E+01    -87.857    -80.297    -65.660     192
   193.00000 -0.361775E+01  0.360192E+00 -0.361775E+01  0.360192E+00 -0.303428E+01    -87.457    -80.245    -66.078     193
   194.00000 -0.361775E+01  0.360211E+00 -0.361775E+01  0.360211E+00 -0.303693E+01    -87.125    -80.213    -66.486     194
   195.00000 -0.361775E+01  0.360211E+00 -0.361775E+01  0.360211E+00 -0.303952E+01    -86.861    -80.203    -66.884     195
   196.00000 -0.361775E+01  0.360211E+00 -0.361775E+01  0.360211E+00 -0.304206E+01    -86.637    -80.201    -67.272     196
   197.00000 -0.361775E+01  0.360629E+00 -0.361775E+01  0.360629E+00 -0.304455E+01    -86.460    -80.214    -67.648     197
   198.00000 -0.361775E+01  0.360961E+00 -0.361775E+01  0.360961E+00 -0.304699E+01    -86.509    -80.356    -68.013     198
   199.00000 -0.361775E+01  0.361442E+00 -0.361775E+01  0.361442E+00 -0.304938E+01    -86.508    -80.463    -68.366     199
   200.00000 -0.361775E+01  0.363120E+00 -0.361775E+01  0.363120E+00 -0.305172E+01    -86.624    -80.636    -68.709     200
   200.50000 -0.482318E+01  0.364730E+00 -0.482318E+01  0.364730E+00 -0.305289E+01    -10.792    -14.186    -68.880     201
   202.00000 -0.482318E+01  0.371813E+00 -0.482318E+01  0.371813E+00 -0.306480E+01    -29.855    -26.501    -36.426     202
   203.00000 -0.482318E+01  0.377846E+00 -0.482318E+01  0.377846E+00 -0.312810E+01    -33.745    -30.017    -28.312     203
   204.00000 -0.482318E+01  0.385329E+00 -0.482318E+01  0.385329E+00 -0.320861E+01    -36.545    -32.545    -28.191     204
   205.00000 -0.482318E+01  0.393582E+00 -0.482318E+01  0.393582E+00 -0.327906E+01    -38.831    -34.651    -29.049     205
   206.00000 -0.482318E+01  0.402187E+00 -0.482318E+01  0.402187E+00 -0.333775E+01    -40.991    -36.562    -30.096     206
