

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

    97.00000 -0.241232E+01  0.108946E+00 -0.241232E+01  0.108946E+00 -0.202555E+01    -79.592    -75.566    -62.838      97
    98.00000 -0.241232E+01  0.108946E+00 -0.241232E+01  0.108946E+00 -0.202866E+01    -79.478    -75.576    -63.220      98
    99.00000 -0.241232E+01  0.108946E+00 -0.241232E+01  0.108946E+00 -0.203171E+01    -79.417    -75.612    -63.593      99
   100.00000 -0.241232E+01  0.108946E+00 -0.241232E+01  0.108946E+00 -0.203471E+01    -79.399    -75.669    -63.958     100
   101.00000 -0.241232E+01  0.109082E+00 -0.241232E+01  0.109082E+00 -0.203766E+01    -79.413    -75.743    -64.313     101
   102.00000 -0.241232E+01  0.109212E+00 -0.241232E+01  0.109212E+00 -0.204057E+01    -79.525    -75.880    -64.658     102
   103.00000 -0.241232E+01  0.109466E+00 -0.241232E+01  0.109466E+00 -0.204342E+01    -79.639    -75.792    -64.993     103
   104.00000 -0.241232E+01  0.110329E+00 -0.241232E+01  0.110329E+00 -0.204624E+01    -79.835    -75.988    -65.319     104
   105.00000 -0.241232E+01  0.112116E+00 -0.241232E+01  0.112116E+00 -0.204901E+01    -80.348    -76.390    -65.636     105
   106.00000 -0.241232E+01  0.114774E+00 -0.241232E+01  0.114774E+00 -0.205173E+01    -81.297    -77.088    -65.943     106
   107.00000 -0.241232E+01  0.118286E+00 -0.241232E+01  0.118286E+00 -0.205442E+01    -82.616    -78.055    -66.243     107
   108.00000 -0.241232E+01  0.122692E+00 -0.241232E+01  0.122692E+00 -0.205706E+01    -84.286    -79.285    -66.537     108
   109.00000 -0.241232E+01  0.127590E+00 -0.241232E+01  0.127590E+00 -0.205967E+01    -86.314    -80.789    -66.825     109
   110.00000 -0.241232E+01  0.132775E+00 -0.241232E+01  0.132775E+00 -0.206223E+01    -88.466    -82.397    -67.110     110
   111.00000 -0.241232E+01  0.137788E+00 -0.241232E+01  0.137788E+00 -0.206476E+01    -90.680    -84.057    -67.393     111
   112.00000 -0.241232E+01  0.142243E+00 -0.241232E+01  0.142243E+00 -0.206724E+01    -92.700    -85.587    -67.677     112
   113.00000 -0.241232E+01  0.145584E+00 -0.241232E+01  0.145584E+00 -0.206969E+01    -94.371    -86.880    -67.963     113
   114.00000 -0.241232E+01  0.147884E+00 -0.241232E+01  0.147884E+00 -0.207209E+01    -95.390    -87.734    -68.253     114
   115.00000 -0.241232E+01  0.149372E+00 -0.241232E+01  0.149372E+00 -0.207446E+01    -95.897    -88.239    -68.547     115
   116.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.207678E+01    -95.879    -88.452    -68.846     116
   117.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.207907E+01    -95.515    -88.440    -69.149     117
   118.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.208130E+01    -94.779    -88.155    -69.456     118
   119.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.208350E+01    -94.162    -87.948    -69.766     119
   120.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.208565E+01    -93.573    -87.733    -70.078     120
   121.00000 -0.241232E+01  0.150182E+00 -0.241232E+01  0.150182E+00 -0.208776E+01    -93.095    -87.561    -70.390     121
   121.50000 -0.361775E+01  0.150182E+00 -0.361775E+01  0.150182E+00 -0.208881E+01    -10.798    -12.142    -70.546     122
   123.00000 -0.361775E+01  0.150182E+00 -0.361775E+01  0.150182E+00 -0.209749E+01    -29.777    -27.033    -38.710     123
   124.00000 -0.361775E+01  0.150182E+00 -0.361775E+01  0.150182E+00 -0.215379E+01    -33.460    -30.526    -28.762     124
   125.00000 -0.361775E+01  0.150600E+00 -0.361775E+01  0.150600E+00 -0.223129E+01    -36.070    -33.028    -28.326     125
   126.00000 -0.361775E+01  0.150961E+00 -0.361775E+01  0.150961E+00 -0.230133E+01    -38.020    -34.939    -29.062     126
   127.00000 -0.361775E+01  0.151287E+00 -0.361775E+01  0.151287E+00 -0.236051E+01    -39.745    -36.572    -29.987     127
   128.00000 -0.361775E+01  0.152287E+00 -0.361775E+01  0.152287E+00 -0.241213E+01    -41.184    -37.959    -31.154     128
   129.00000 -0.361775E+01  0.154240E+00 -0.361775E+01  0.154240E+00 -0.245897E+01    -42.584    -39.301    -32.228     129
   130.00000 -0.361775E+01  0.157254E+00 -0.361775E+01  0.157254E+00 -0.250118E+01    -43.931    -40.596    -33.283     130
   131.00000 -0.361775E+01  0.161495E+00 -0.361775E+01  0.161495E+00 -0.253907E+01    -45.266    -41.876    -34.269     131
   132.00000 -0.361775E+01  0.166400E+00 -0.361775E+01  0.166400E+00 -0.257286E+01    -46.608    -43.151    -35.201     132
   133.00000 -0.361775E+01  0.171719E+00 -0.361775E+01  0.171719E+00 -0.260286E+01    -47.902    -44.376    -36.070     133
   134.00000 -0.361775E+01  0.177042E+00 -0.361775E+01  0.177042E+00 -0.262935E+01    -49.276    -45.603    -36.874     134
   135.00000 -0.361775E+01  0.182019E+00 -0.361775E+01  0.182019E+00 -0.265262E+01    -50.606    -46.802    -37.607     135
   136.00000 -0.361775E+01  0.186532E+00 -0.361775E+01  0.186532E+00 -0.267445E+01    -51.822    -47.937    -38.554     136
   137.00000 -0.361775E+01  0.189886E+00 -0.361775E+01  0.189886E+00 -0.269500E+01    -52.914    -48.990    -39.406     137
   138.00000 -0.361775E+01  0.191842E+00 -0.361775E+01  0.191842E+00 -0.271438E+01    -53.759    -49.865    -40.245     138
   139.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.273263E+01    -54.361    -50.550    -41.038     139
   140.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.274981E+01    -54.753    -51.059    -41.796     140
   141.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.276597E+01    -55.109    -51.515    -42.514     141
   142.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.278118E+01    -55.514    -51.796    -43.193     142
   143.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.279548E+01    -55.944    -52.276    -43.833     143
   144.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.280892E+01    -56.392    -52.758    -44.437     144
   145.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.282157E+01    -56.846    -53.237    -45.007     145
   146.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.283345E+01    -57.300    -53.710    -45.545     146
   147.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.284461E+01    -57.751    -54.176    -46.053     147
   148.00000 -0.361775E+01  0.192437E+00 -0.361775E+01  0.192437E+00 -0.285510E+01    -58.195    -54.634    -46.534     148
   149.00000 -0.361775E+01  0.192661E+00 -0.361775E+01  0.192661E+00 -0.286494E+01    -58.632    -55.082    -46.989     149
   150.00000 -0.361775E+01  0.192867E+00 -0.361775E+01  0.192867E+00 -0.287417E+01    -59.107    -55.555    -47.423     150
   151.00000 -0.361775E+01  0.193199E+00 -0.361775E+01  0.193199E+00 -0.288309E+01    -59.553    -56.005    -47.965     151
   152.00000 -0.361775E+01  0.193914E+00 -0.361775E+01  0.193914E+00 -0.289176E+01    -60.024    -56.469    -48.471     152
   153.00000 -0.361775E+01  0.195133E+00 -0.361775E+01  0.195133E+00 -0.290022E+01    -60.578    -56.981    -48.959     153
   154.00000 -0.361775E+01  0.197078E+00 -0.361775E+01  0.197078E+00 -0.290848E+01    -61.245    -57.561    -49.429     154
   155.00000 -0.361775E+01  0.200395E+00 -0.361775E+01  0.200395E+00 -0.291652E+01    -62.078    -58.252    -49.888     155
   156.00000 -0.361775E+01  0.204588E+00 -0.361775E+01  0.204588E+00 -0.292437E+01    -63.253    -59.174    -50.337     156
   157.00000 -0.361775E+01  0.208959E+00 -0.361775E+01  0.208959E+00 -0.293202E+01    -64.578    -60.226    -50.783     157
   158.00000 -0.361775E+01  0.213674E+00 -0.361775E+01  0.213674E+00 -0.293947E+01    -65.863    -61.289    -51.227     158
   159.00000 -0.361775E+01  0.217645E+00 -0.361775E+01  0.217645E+00 -0.294672E+01    -67.189    -62.404    -51.673     159
   160.00000 -0.361775E+01  0.221248E+00 -0.361775E+01  0.221248E+00 -0.295377E+01    -68.184    -63.310    -52.121     160
   161.00000 -0.361775E+01  0.225127E+00 -0.361775E+01  0.225127E+00 -0.296062E+01    -69.078    -64.151    -52.573     161
   162.00000 -0.361775E+01  0.227001E+00 -0.361775E+01  0.227001E+00 -0.296727E+01    -70.036    -65.031    -53.027     162
   163.00000 -0.361775E+01  0.228123E+00 -0.361775E+01  0.228123E+00 -0.297371E+01    -70.281    -65.413    -53.482     163
   164.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.297995E+01    -70.453    -65.728    -53.935     164
